LSOA Code,Borough,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON
E01002013,E09000014,320.0,484.0,156.0,24.0,8.0,100.0,260.0,672.0,868.0,712.0
E01002014,E09000014,972.0,960.0,640.0,108.0,128.0,740.0,328.0,2276.0,1052.0,2764.0
E01002015,E09000014,396.0,604.0,280.0,32.0,36.0,192.0,240.0,580.0,832.0,1456.0
E01002016,E09000014,584.0,652.0,268.0,64.0,20.0,284.0,176.0,956.0,804.0,1808.0
E01002017,E09000014,592.0,744.0,244.0,84.0,52.0,440.0,172.0,5016.0,1100.0,1904.0
E01002018,E09000014,432.0,396.0,180.0,36.0,36.0,148.0,92.0,372.0,780.0,1168.0
E01002019,E09000014,492.0,936.0,96.0,20.0,8.0,176.0,184.0,788.0,1308.0,644.0
E01002020,E09000014,808.0,1060.0,576.0,44.0,60.0,224.0,492.0,1384.0,1036.0,1176.0
E01002021,E09000014,276.0,764.0,76.0,20.0,20.0,60.0,176.0,500.0,1192.0,456.0
E01002022,E09000014,1136.0,1584.0,328.0,92.0,76.0,684.0,1064.0,8116.0,1872.0,2868.0
E01002023,E09000014,416.0,636.0,60.0,20.0,0.0,176.0,224.0,452.0,1172.0,592.0
E01002024,E09000014,388.0,840.0,104.0,36.0,8.0,168.0,252.0,756.0,960.0,704.0
E01002025,E09000014,252.0,816.0,60.0,4.0,4.0,36.0,96.0,364.0,1216.0,284.0
E01002026,E09000014,2296.0,1744.0,2036.0,424.0,300.0,1956.0,1992.0,39876.0,3188.0,7196.0
E01002027,E09000014,488.0,568.0,352.0,56.0,32.0,144.0,168.0,524.0,864.0,1312.0
E01002028,E09000014,672.0,680.0,324.0,96.0,72.0,400.0,256.0,1016.0,944.0,2076.0
E01002029,E09000014,2280.0,1420.0,1904.0,360.0,384.0,2216.0,1596.0,13180.0,2876.0,8488.0
E01002030,E09000014,484.0,756.0,468.0,100.0,96.0,384.0,320.0,1452.0,1156.0,1980.0
E01002031,E09000014,1956.0,1340.0,2524.0,332.0,272.0,1748.0,1212.0,12732.0,2092.0,5388.0
E01002032,E09000014,748.0,724.0,488.0,124.0,60.0,360.0,324.0,1788.0,1220.0,2332.0
E01002033,E09000014,768.0,756.0,460.0,76.0,92.0,276.0,276.0,940.0,1416.0,2208.0
E01002034,E09000014,2020.0,1920.0,2936.0,408.0,420.0,2236.0,1696.0,7660.0,3036.0,7604.0
E01002036,E09000014,920.0,1480.0,740.0,208.0,100.0,424.0,444.0,1284.0,2452.0,3400.0
E01002037,E09000014,1412.0,2232.0,1052.0,228.0,148.0,876.0,908.0,2216.0,3744.0,4348.0
E01002038,E09000014,1356.0,1240.0,1556.0,188.0,180.0,800.0,800.0,2336.0,1636.0,4168.0
E01002039,E09000014,812.0,732.0,716.0,168.0,120.0,536.0,384.0,2076.0,1016.0,2668.0
E01002040,E09000014,1100.0,1356.0,760.0,144.0,104.0,632.0,484.0,1144.0,1892.0,3936.0
E01002041,E09000014,788.0,1144.0,696.0,124.0,100.0,388.0,460.0,844.0,1612.0,2468.0
E01002042,E09000014,1044.0,996.0,324.0,96.0,76.0,476.0,352.0,1452.0,1132.0,3796.0
E01002043,E09000014,880.0,1224.0,488.0,108.0,56.0,604.0,548.0,1908.0,1564.0,2896.0
E01002044,E09000014,564.0,940.0,332.0,96.0,28.0,384.0,264.0,1988.0,1332.0,1692.0
E01002045,E09000014,712.0,908.0,464.0,96.0,60.0,484.0,728.0,1164.0,1844.0,2456.0
E01002046,E09000014,672.0,924.0,644.0,108.0,148.0,448.0,636.0,1380.0,1272.0,2376.0
E01002047,E09000014,564.0,1012.0,260.0,96.0,80.0,324.0,396.0,1876.0,1128.0,1772.0
E01002048,E09000014,540.0,1012.0,392.0,104.0,56.0,312.0,344.0,932.0,1492.0,1880.0
E01002049,E09000014,672.0,856.0,540.0,92.0,88.0,260.0,532.0,904.0,1568.0,2112.0
E01002050,E09000014,356.0,372.0,108.0,36.0,20.0,200.0,372.0,592.0,1140.0,1028.0
E01002051,E09000014,924.0,856.0,732.0,140.0,104.0,728.0,1052.0,1956.0,1476.0,3064.0
E01002052,E09000014,364.0,564.0,296.0,36.0,48.0,204.0,588.0,788.0,968.0,1328.0
E01002053,E09000014,512.0,636.0,348.0,88.0,48.0,252.0,352.0,812.0,1364.0,1888.0
E01002054,E09000014,756.0,596.0,340.0,92.0,76.0,368.0,504.0,1236.0,1116.0,2292.0
E01002055,E09000014,440.0,440.0,348.0,72.0,68.0,464.0,272.0,2288.0,1144.0,1264.0
E01002056,E09000014,1040.0,1084.0,604.0,120.0,116.0,644.0,516.0,1920.0,1924.0,3048.0
E01002057,E09000014,540.0,808.0,364.0,88.0,84.0,540.0,360.0,3548.0,1300.0,1668.0
E01002058,E09000014,672.0,1112.0,500.0,80.0,116.0,792.0,772.0,6148.0,1172.0,2580.0
E01002059,E09000014,412.0,596.0,152.0,20.0,16.0,176.0,116.0,524.0,1180.0,1012.0
E01002060,E09000014,384.0,680.0,100.0,20.0,4.0,128.0,100.0,500.0,1240.0,756.0
E01002061,E09000014,440.0,1052.0,64.0,28.0,20.0,160.0,192.0,580.0,1992.0,660.0
E01002062,E09000014,448.0,1156.0,200.0,56.0,28.0,204.0,232.0,1376.0,1508.0,1104.0
E01002063,E09000014,552.0,1104.0,132.0,44.0,24.0,252.0,200.0,760.0,1128.0,1160.0
E01002064,E09000014,348.0,800.0,196.0,64.0,20.0,240.0,232.0,936.0,936.0,1384.0
E01002065,E09000014,652.0,1192.0,536.0,116.0,64.0,500.0,632.0,2056.0,1264.0,1960.0
E01002066,E09000014,1308.0,1192.0,1228.0,188.0,192.0,940.0,1760.0,4064.0,1920.0,4632.0
E01002067,E09000014,708.0,952.0,712.0,68.0,140.0,432.0,564.0,1164.0,1716.0,2564.0
E01002068,E09000014,1304.0,1660.0,868.0,248.0,172.0,1188.0,1500.0,10584.0,2664.0,4768.0
E01002069,E09000014,1688.0,1484.0,1692.0,276.0,264.0,1876.0,2200.0,9076.0,2088.0,7220.0
E01002070,E09000014,720.0,1576.0,476.0,60.0,68.0,308.0,536.0,1036.0,1908.0,2064.0
E01002071,E09000014,936.0,880.0,812.0,136.0,140.0,484.0,796.0,1520.0,1536.0,2732.0
E01002072,E09000014,936.0,1232.0,1212.0,160.0,132.0,700.0,1304.0,2316.0,2140.0,3412.0
E01002073,E09000014,964.0,1124.0,880.0,128.0,100.0,580.0,1196.0,1876.0,1508.0,2704.0
