LSOA Code,Borough,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON
E01002961,E09000021,276.0,512.0,84.0,36.0,0.0,88.0,52.0,428.0,348.0,656.0
E01002962,E09000021,372.0,328.0,84.0,32.0,8.0,124.0,20.0,276.0,356.0,976.0
E01002963,E09000021,340.0,492.0,84.0,20.0,16.0,108.0,20.0,460.0,276.0,748.0
E01002964,E09000021,1196.0,648.0,2764.0,192.0,332.0,960.0,512.0,8772.0,764.0,6332.0
E01002965,E09000021,996.0,1044.0,1036.0,224.0,100.0,620.0,168.0,2920.0,612.0,2456.0
E01002966,E09000021,580.0,524.0,372.0,56.0,16.0,276.0,72.0,800.0,536.0,1000.0
E01002967,E09000021,364.0,516.0,120.0,40.0,20.0,144.0,44.0,780.0,520.0,828.0
E01002968,E09000021,6380.0,2448.0,11380.0,1032.0,856.0,6208.0,2856.0,71688.0,1876.0,23660.0
E01002969,E09000021,836.0,400.0,1004.0,120.0,92.0,452.0,136.0,800.0,396.0,3084.0
E01002970,E09000021,576.0,528.0,484.0,92.0,60.0,392.0,92.0,712.0,512.0,1804.0
E01002971,E09000021,692.0,512.0,768.0,84.0,40.0,380.0,164.0,1012.0,472.0,1532.0
E01002972,E09000021,852.0,760.0,624.0,132.0,60.0,552.0,168.0,2588.0,532.0,2300.0
E01002973,E09000021,476.0,392.0,220.0,52.0,32.0,284.0,112.0,820.0,328.0,1484.0
E01002974,E09000021,732.0,720.0,508.0,52.0,68.0,296.0,92.0,1024.0,740.0,1500.0
E01002975,E09000021,336.0,552.0,140.0,28.0,36.0,236.0,60.0,348.0,528.0,1140.0
E01002976,E09000021,216.0,296.0,24.0,52.0,4.0,108.0,8.0,172.0,284.0,540.0
E01002977,E09000021,632.0,496.0,328.0,72.0,44.0,204.0,168.0,616.0,400.0,1468.0
E01002978,E09000021,380.0,568.0,152.0,56.0,24.0,232.0,80.0,696.0,500.0,916.0
E01002979,E09000021,184.0,348.0,88.0,48.0,8.0,56.0,16.0,172.0,344.0,676.0
E01002980,E09000021,180.0,436.0,84.0,16.0,8.0,56.0,32.0,196.0,384.0,376.0
E01002981,E09000021,232.0,524.0,112.0,44.0,8.0,112.0,44.0,196.0,436.0,704.0
E01002982,E09000021,280.0,460.0,148.0,40.0,8.0,96.0,28.0,256.0,388.0,592.0
E01002983,E09000021,252.0,576.0,240.0,56.0,44.0,192.0,88.0,440.0,640.0,772.0
E01002984,E09000021,408.0,476.0,224.0,40.0,44.0,260.0,96.0,572.0,452.0,984.0
E01002985,E09000021,396.0,572.0,240.0,84.0,16.0,204.0,92.0,568.0,496.0,1260.0
E01002986,E09000021,292.0,488.0,80.0,32.0,8.0,112.0,12.0,336.0,424.0,624.0
E01002987,E09000021,1228.0,868.0,856.0,196.0,88.0,1196.0,312.0,7332.0,460.0,3784.0
E01002988,E09000021,572.0,448.0,336.0,88.0,28.0,260.0,136.0,1112.0,264.0,1324.0
E01002989,E09000021,332.0,416.0,136.0,44.0,8.0,188.0,44.0,1128.0,620.0,800.0
E01002990,E09000021,232.0,480.0,140.0,68.0,36.0,156.0,84.0,588.0,292.0,792.0
E01002991,E09000021,308.0,468.0,128.0,28.0,0.0,132.0,44.0,444.0,488.0,472.0
E01002992,E09000021,268.0,292.0,252.0,32.0,12.0,84.0,32.0,452.0,280.0,692.0
E01002993,E09000021,244.0,460.0,128.0,20.0,4.0,68.0,44.0,296.0,268.0,540.0
E01002994,E09000021,152.0,316.0,92.0,32.0,16.0,64.0,28.0,276.0,264.0,508.0
E01002995,E09000021,184.0,340.0,100.0,24.0,8.0,72.0,20.0,316.0,344.0,540.0
E01002996,E09000021,308.0,372.0,128.0,40.0,16.0,124.0,28.0,472.0,616.0,800.0
E01002997,E09000021,236.0,364.0,88.0,20.0,8.0,52.0,20.0,424.0,560.0,384.0
E01002998,E09000021,428.0,360.0,180.0,40.0,20.0,116.0,20.0,364.0,500.0,968.0
E01002999,E09000021,520.0,608.0,460.0,84.0,32.0,332.0,76.0,748.0,276.0,1428.0
E01003000,E09000021,1116.0,788.0,364.0,92.0,16.0,292.0,92.0,832.0,1028.0,1368.0
E01003001,E09000021,608.0,744.0,132.0,72.0,16.0,148.0,48.0,456.0,1032.0,1000.0
E01003002,E09000021,724.0,444.0,288.0,104.0,68.0,304.0,68.0,1624.0,496.0,1776.0
E01003003,E09000021,1120.0,772.0,464.0,108.0,76.0,736.0,196.0,2528.0,980.0,3576.0
E01003004,E09000021,424.0,432.0,188.0,48.0,32.0,180.0,72.0,568.0,572.0,1060.0
E01003005,E09000021,372.0,460.0,136.0,48.0,12.0,116.0,36.0,444.0,544.0,564.0
E01003006,E09000021,272.0,396.0,88.0,24.0,0.0,144.0,40.0,616.0,512.0,540.0
E01003007,E09000021,256.0,504.0,40.0,28.0,0.0,136.0,20.0,300.0,396.0,604.0
E01003008,E09000021,212.0,464.0,52.0,24.0,8.0,84.0,8.0,288.0,336.0,344.0
E01003009,E09000021,272.0,528.0,96.0,28.0,16.0,132.0,28.0,416.0,420.0,820.0
E01003010,E09000021,324.0,428.0,156.0,36.0,20.0,128.0,92.0,932.0,392.0,528.0
E01003011,E09000021,396.0,692.0,1216.0,32.0,32.0,136.0,140.0,1108.0,516.0,784.0
E01003013,E09000022,1748.0,2184.0,2464.0,480.0,508.0,3212.0,2104.0,27388.0,1468.0,10728.0
E01003014,E09000022,924.0,992.0,972.0,120.0,112.0,588.0,444.0,2748.0,704.0,2388.0
E01003015,E09000022,464.0,800.0,500.0,52.0,52.0,212.0,244.0,1128.0,488.0,1436.0
E01003016,E09000022,636.0,820.0,916.0,84.0,96.0,820.0,864.0,8932.0,564.0,2332.0
E01003017,E09000022,856.0,1076.0,748.0,144.0,164.0,864.0,780.0,9160.0,1048.0,3752.0
E01003018,E09000022,920.0,1444.0,1016.0,148.0,224.0,912.0,784.0,4284.0,1328.0,3388.0
E01003019,E09000022,564.0,1188.0,504.0,52.0,76.0,240.0,392.0,1812.0,1056.0,1360.0
E01003020,E09000022,900.0,1264.0,1400.0,204.0,224.0,964.0,856.0,5956.0,1428.0,3872.0
E01003021,E09000022,892.0,580.0,800.0,968.0,56.0,464.0,380.0,1208.0,660.0,3512.0
E01003022,E09000022,600.0,1004.0,384.0,68.0,48.0,200.0,216.0,996.0,1172.0,1176.0
E01003023,E09000022,1012.0,1184.0,920.0,156.0,124.0,888.0,792.0,2588.0,1140.0,2976.0
E01003024,E09000022,552.0,620.0,788.0,212.0,108.0,468.0,516.0,1588.0,592.0,2776.0
E01003025,E09000022,548.0,676.0,576.0,84.0,96.0,276.0,400.0,948.0,868.0,1556.0
E01003026,E09000022,616.0,988.0,520.0,100.0,44.0,436.0,668.0,4496.0,1444.0,1560.0
E01003027,E09000022,420.0,796.0,140.0,32.0,28.0,36.0,224.0,656.0,1520.0,324.0
E01003028,E09000022,436.0,636.0,160.0,68.0,20.0,192.0,180.0,768.0,1096.0,1084.0
E01003029,E09000022,492.0,1424.0,400.0,76.0,56.0,280.0,504.0,1200.0,1276.0,1184.0
E01003030,E09000022,608.0,1112.0,492.0,68.0,52.0,520.0,404.0,3240.0,912.0,1756.0
E01003031,E09000022,456.0,464.0,460.0,52.0,24.0,204.0,220.0,820.0,680.0,1276.0
E01003032,E09000022,972.0,1100.0,1064.0,132.0,208.0,684.0,800.0,5540.0,664.0,3256.0
E01003033,E09000022,472.0,512.0,224.0,68.0,60.0,164.0,160.0,840.0,1300.0,880.0
E01003034,E09000022,400.0,756.0,348.0,72.0,56.0,268.0,368.0,1208.0,1072.0,1152.0
E01003035,E09000022,1308.0,1664.0,1348.0,216.0,280.0,1156.0,1248.0,20392.0,1312.0,7428.0
E01003036,E09000022,584.0,828.0,392.0,60.0,80.0,200.0,348.0,1028.0,968.0,1440.0
E01003037,E09000022,880.0,980.0,492.0,128.0,76.0,1060.0,536.0,4496.0,800.0,2740.0
E01003038,E09000022,464.0,1056.0,196.0,20.0,40.0,164.0,264.0,2244.0,1512.0,752.0
E01003039,E09000022,904.0,1592.0,716.0,148.0,68.0,832.0,812.0,8296.0,1756.0,2632.0
E01003040,E09000022,392.0,700.0,252.0,76.0,20.0,176.0,336.0,972.0,1084.0,816.0
E01003041,E09000022,896.0,1160.0,968.0,204.0,140.0,856.0,820.0,10244.0,564.0,3924.0
E01003042,E09000022,288.0,512.0,240.0,32.0,32.0,328.0,256.0,924.0,500.0,1132.0
E01003043,E09000022,408.0,836.0,484.0,64.0,60.0,160.0,416.0,808.0,1012.0,1128.0
E01003044,E09000022,336.0,296.0,280.0,52.0,40.0,132.0,84.0,304.0,228.0,1024.0
E01003045,E09000022,828.0,344.0,1576.0,172.0,264.0,500.0,460.0,1260.0,608.0,2776.0
E01003046,E09000022,512.0,572.0,712.0,96.0,172.0,328.0,356.0,712.0,860.0,2128.0
E01003047,E09000022,4460.0,1940.0,8440.0,932.0,912.0,5684.0,3852.0,30952.0,1392.0,17400.0
E01003048,E09000022,824.0,448.0,1320.0,188.0,256.0,364.0,400.0,1236.0,832.0,2732.0
E01003049,E09000022,728.0,708.0,964.0,80.0,176.0,400.0,348.0,1492.0,660.0,2556.0
E01003050,E09000022,768.0,1132.0,1640.0,164.0,168.0,664.0,848.0,2728.0,964.0,2344.0
E01003051,E09000022,1128.0,1196.0,1708.0,108.0,360.0,820.0,752.0,2676.0,876.0,3948.0
E01003052,E09000022,968.0,600.0,1888.0,156.0,280.0,680.0,468.0,4396.0,836.0,3580.0
E01003053,E09000022,652.0,1160.0,656.0,100.0,128.0,580.0,500.0,5164.0,1012.0,1792.0
E01003054,E09000022,724.0,1232.0,712.0,76.0,72.0,404.0,432.0,2588.0,1064.0,1904.0
E01003055,E09000022,1512.0,1352.0,3052.0,288.0,424.0,1784.0,1668.0,13480.0,1032.0,6272.0
E01003056,E09000022,528.0,980.0,516.0,84.0,68.0,244.0,292.0,1068.0,876.0,1572.0
E01003057,E09000022,632.0,1080.0,596.0,64.0,52.0,376.0,580.0,1152.0,724.0,1824.0
E01003058,E09000022,640.0,1216.0,880.0,80.0,80.0,384.0,412.0,1352.0,932.0,1852.0
E01003059,E09000022,576.0,540.0,684.0,144.0,148.0,520.0,436.0,3072.0,476.0,2476.0
E01003060,E09000022,512.0,428.0,632.0,88.0,76.0,372.0,432.0,1260.0,348.0,1956.0
E01003061,E09000022,1068.0,892.0,2028.0,156.0,248.0,1292.0,1300.0,16044.0,756.0,4648.0
E01003062,E09000022,856.0,1016.0,400.0,76.0,80.0,728.0,640.0,1984.0,1096.0,2964.0
E01003063,E09000022,680.0,444.0,404.0,80.0,52.0,416.0,340.0,772.0,676.0,2092.0
E01003064,E09000022,464.0,928.0,104.0,40.0,8.0,196.0,176.0,728.0,1328.0,968.0
E01003065,E09000022,776.0,536.0,328.0,108.0,52.0,352.0,212.0,732.0,772.0,2308.0
E01003066,E09000022,860.0,844.0,628.0,124.0,272.0,600.0,528.0,980.0,1068.0,2924.0
E01003067,E09000022,640.0,812.0,192.0,68.0,32.0,328.0,232.0,916.0,1040.0,1260.0
E01003068,E09000022,628.0,640.0,256.0,72.0,76.0,320.0,224.0,624.0,868.0,1864.0
E01003069,E09000022,636.0,524.0,328.0,88.0,60.0,348.0,372.0,544.0,724.0,1568.0
E01003070,E09000022,636.0,524.0,464.0,100.0,52.0,324.0,224.0,644.0,576.0,1772.0
E01003071,E09000022,532.0,1684.0,272.0,68.0,44.0,376.0,500.0,1944.0,1404.0,1264.0
E01003072,E09000022,304.0,828.0,140.0,32.0,4.0,124.0,268.0,752.0,1004.0,800.0
E01003073,E09000022,804.0,1044.0,604.0,120.0,108.0,432.0,356.0,1752.0,1116.0,2240.0
E01003074,E09000022,1180.0,2032.0,1040.0,196.0,148.0,896.0,1132.0,7524.0,1784.0,3172.0
E01003075,E09000022,600.0,408.0,408.0,96.0,80.0,400.0,324.0,768.0,588.0,2540.0
E01003076,E09000022,1364.0,1684.0,1068.0,180.0,192.0,1864.0,776.0,6852.0,1396.0,6708.0
E01003077,E09000022,480.0,996.0,504.0,68.0,68.0,308.0,360.0,1196.0,980.0,1512.0
E01003078,E09000022,396.0,804.0,152.0,48.0,20.0,188.0,288.0,688.0,1156.0,712.0
E01003079,E09000022,752.0,1016.0,644.0,88.0,116.0,784.0,476.0,3092.0,1076.0,2588.0
E01003080,E09000022,372.0,700.0,204.0,68.0,40.0,208.0,152.0,456.0,1140.0,1168.0
E01003081,E09000022,1060.0,1088.0,824.0,148.0,112.0,656.0,560.0,1828.0,1388.0,3192.0
E01003082,E09000022,756.0,664.0,392.0,64.0,52.0,280.0,236.0,560.0,1020.0,1700.0
E01003083,E09000022,348.0,564.0,192.0,36.0,24.0,184.0,116.0,412.0,1008.0,932.0
E01003084,E09000022,488.0,788.0,180.0,60.0,40.0,244.0,252.0,652.0,1088.0,1120.0
E01003085,E09000022,396.0,676.0,248.0,80.0,24.0,244.0,188.0,488.0,1516.0,924.0
E01003086,E09000022,832.0,676.0,396.0,108.0,88.0,332.0,304.0,700.0,848.0,2196.0
E01003087,E09000022,836.0,628.0,348.0,124.0,104.0,596.0,532.0,1824.0,504.0,2404.0
E01003088,E09000022,564.0,672.0,680.0,96.0,68.0,232.0,368.0,2244.0,484.0,1552.0
E01003089,E09000022,948.0,752.0,884.0,112.0,100.0,520.0,676.0,1744.0,824.0,2804.0
E01003090,E09000022,972.0,1412.0,1768.0,164.0,252.0,736.0,944.0,8308.0,968.0,3892.0
E01003091,E09000022,540.0,828.0,396.0,80.0,68.0,208.0,280.0,760.0,644.0,1244.0
E01003092,E09000022,704.0,716.0,1068.0,84.0,132.0,336.0,568.0,1248.0,672.0,1936.0
E01003093,E09000022,808.0,744.0,1124.0,144.0,200.0,612.0,552.0,4560.0,568.0,3624.0
E01003094,E09000022,392.0,588.0,560.0,80.0,80.0,220.0,216.0,736.0,796.0,1016.0
E01003095,E09000022,452.0,868.0,632.0,64.0,84.0,156.0,416.0,932.0,1100.0,980.0
E01003096,E09000022,1672.0,1284.0,784.0,176.0,120.0,972.0,512.0,2468.0,924.0,6764.0
E01003097,E09000022,560.0,480.0,568.0,80.0,64.0,348.0,352.0,1056.0,1120.0,1664.0
E01003098,E09000022,420.0,484.0,300.0,44.0,36.0,232.0,336.0,844.0,772.0,1360.0
E01003099,E09000022,812.0,824.0,1356.0,140.0,196.0,740.0,976.0,3272.0,568.0,2664.0
E01003100,E09000022,656.0,1164.0,976.0,156.0,128.0,584.0,640.0,2800.0,1036.0,1964.0
E01003101,E09000022,644.0,612.0,968.0,144.0,160.0,536.0,376.0,2596.0,684.0,2340.0
E01003102,E09000022,1144.0,1360.0,3372.0,272.0,292.0,1652.0,1704.0,10824.0,1796.0,5672.0
E01003104,E09000022,516.0,768.0,388.0,92.0,52.0,336.0,284.0,1156.0,940.0,1568.0
E01003105,E09000022,496.0,500.0,672.0,88.0,124.0,396.0,396.0,1004.0,624.0,1784.0
E01003106,E09000022,740.0,880.0,804.0,112.0,116.0,432.0,448.0,1916.0,836.0,2372.0
E01003107,E09000022,592.0,1032.0,536.0,48.0,56.0,452.0,460.0,2112.0,924.0,1708.0
E01003108,E09000022,476.0,616.0,572.0,84.0,104.0,304.0,432.0,1436.0,508.0,2164.0
E01003110,E09000022,572.0,900.0,556.0,76.0,64.0,356.0,372.0,1692.0,924.0,1572.0
E01003111,E09000022,432.0,300.0,312.0,68.0,56.0,276.0,184.0,1224.0,392.0,1688.0
E01003112,E09000022,668.0,744.0,688.0,104.0,72.0,456.0,396.0,1736.0,560.0,2104.0
E01003113,E09000022,728.0,1148.0,260.0,52.0,44.0,564.0,264.0,1592.0,824.0,2120.0
E01003114,E09000022,980.0,1116.0,420.0,92.0,64.0,972.0,956.0,4344.0,1184.0,3132.0
E01003115,E09000022,588.0,884.0,212.0,64.0,20.0,384.0,276.0,932.0,720.0,1724.0
E01003116,E09000022,420.0,764.0,100.0,52.0,8.0,160.0,204.0,488.0,1136.0,1032.0
E01003117,E09000022,756.0,1228.0,308.0,120.0,68.0,644.0,488.0,2608.0,1532.0,2324.0
E01003118,E09000022,848.0,1192.0,456.0,152.0,84.0,1284.0,756.0,9296.0,1184.0,3580.0
E01003119,E09000022,680.0,936.0,548.0,88.0,68.0,428.0,424.0,1164.0,1108.0,2288.0
E01003120,E09000022,1544.0,1468.0,1040.0,200.0,128.0,1092.0,672.0,3396.0,1040.0,4072.0
E01003121,E09000022,308.0,200.0,308.0,64.0,36.0,208.0,188.0,480.0,472.0,1360.0
E01003122,E09000022,620.0,648.0,804.0,108.0,92.0,352.0,524.0,2016.0,888.0,1932.0
E01003123,E09000022,648.0,876.0,420.0,88.0,80.0,252.0,492.0,1064.0,1348.0,1436.0
E01003124,E09000022,368.0,504.0,424.0,60.0,24.0,252.0,260.0,748.0,572.0,1440.0
E01003125,E09000022,528.0,348.0,628.0,96.0,84.0,312.0,236.0,684.0,492.0,1992.0
E01003126,E09000022,608.0,516.0,624.0,80.0,108.0,544.0,536.0,2804.0,528.0,2220.0
E01003127,E09000022,852.0,816.0,1040.0,132.0,208.0,448.0,780.0,1936.0,1064.0,2396.0
E01003128,E09000022,684.0,600.0,1528.0,144.0,168.0,616.0,788.0,3020.0,496.0,2820.0
E01003129,E09000022,644.0,748.0,472.0,96.0,60.0,388.0,452.0,1632.0,1196.0,1972.0
E01003130,E09000022,612.0,864.0,220.0,76.0,60.0,444.0,424.0,1860.0,1072.0,1748.0
E01003131,E09000022,860.0,1324.0,384.0,76.0,84.0,588.0,412.0,2648.0,1560.0,2212.0
E01003132,E09000022,604.0,580.0,204.0,80.0,16.0,348.0,200.0,736.0,740.0,2140.0
E01003133,E09000022,664.0,1232.0,336.0,76.0,132.0,364.0,404.0,1628.0,1276.0,1900.0
E01003134,E09000022,492.0,724.0,192.0,28.0,32.0,156.0,204.0,652.0,1120.0,1104.0
E01003135,E09000022,804.0,596.0,240.0,72.0,44.0,372.0,272.0,796.0,932.0,1804.0
E01003136,E09000022,400.0,852.0,236.0,36.0,48.0,144.0,164.0,636.0,696.0,1044.0
E01003137,E09000022,680.0,712.0,420.0,76.0,84.0,404.0,392.0,1028.0,748.0,2024.0
E01003138,E09000022,324.0,1208.0,116.0,36.0,12.0,108.0,156.0,584.0,1492.0,548.0
E01003139,E09000022,452.0,632.0,140.0,64.0,64.0,288.0,332.0,1532.0,752.0,1328.0
E01003140,E09000022,296.0,480.0,36.0,52.0,16.0,120.0,144.0,300.0,540.0,852.0
E01003141,E09000022,636.0,744.0,176.0,80.0,40.0,300.0,240.0,740.0,916.0,1584.0
E01003142,E09000022,356.0,448.0,112.0,76.0,12.0,192.0,216.0,340.0,740.0,872.0
E01003143,E09000022,596.0,272.0,164.0,64.0,20.0,312.0,140.0,436.0,424.0,1432.0
E01003144,E09000022,580.0,740.0,556.0,104.0,88.0,456.0,536.0,6404.0,1584.0,1616.0
E01003145,E09000022,684.0,1108.0,248.0,120.0,40.0,284.0,348.0,988.0,1088.0,1772.0
E01003146,E09000022,628.0,424.0,184.0,48.0,56.0,268.0,220.0,504.0,700.0,1384.0
E01003147,E09000022,588.0,1076.0,264.0,72.0,44.0,272.0,304.0,796.0,1348.0,1696.0
E01003148,E09000022,588.0,744.0,180.0,52.0,36.0,288.0,216.0,724.0,1132.0,1404.0
E01003149,E09000022,304.0,732.0,236.0,100.0,24.0,184.0,220.0,588.0,1096.0,876.0
E01003150,E09000022,720.0,772.0,480.0,128.0,72.0,552.0,480.0,916.0,700.0,2308.0
E01003151,E09000022,632.0,676.0,408.0,60.0,72.0,240.0,408.0,732.0,768.0,1984.0
E01003152,E09000022,500.0,1020.0,284.0,68.0,60.0,292.0,352.0,952.0,1264.0,1496.0
E01003153,E09000022,816.0,1200.0,404.0,104.0,72.0,676.0,528.0,3332.0,832.0,2520.0
E01003154,E09000022,784.0,616.0,308.0,68.0,52.0,504.0,268.0,1280.0,800.0,2044.0
E01003155,E09000022,616.0,692.0,180.0,116.0,24.0,484.0,336.0,1564.0,1032.0,1444.0
E01003156,E09000022,352.0,816.0,76.0,36.0,4.0,152.0,136.0,568.0,936.0,1036.0
E01003157,E09000022,392.0,936.0,116.0,40.0,24.0,156.0,220.0,808.0,1260.0,816.0
E01003158,E09000022,236.0,1076.0,32.0,12.0,0.0,124.0,164.0,620.0,1236.0,440.0
E01003159,E09000022,532.0,620.0,392.0,68.0,40.0,280.0,284.0,912.0,704.0,1396.0
E01003160,E09000022,508.0,324.0,420.0,56.0,52.0,176.0,192.0,568.0,488.0,1436.0
E01003161,E09000022,328.0,616.0,252.0,72.0,44.0,160.0,168.0,768.0,652.0,804.0
E01003162,E09000022,552.0,436.0,748.0,112.0,92.0,164.0,364.0,708.0,536.0,1784.0
E01003163,E09000022,368.0,624.0,240.0,40.0,32.0,92.0,188.0,560.0,804.0,868.0
E01003164,E09000022,1020.0,1268.0,696.0,104.0,104.0,676.0,516.0,1708.0,1076.0,2844.0
E01003165,E09000022,464.0,736.0,152.0,52.0,40.0,284.0,260.0,1128.0,1500.0,1072.0
E01003166,E09000022,948.0,1336.0,576.0,116.0,212.0,940.0,712.0,3836.0,1344.0,3456.0
E01003167,E09000022,488.0,852.0,132.0,12.0,28.0,148.0,184.0,620.0,1812.0,792.0
E01003168,E09000022,704.0,500.0,260.0,100.0,64.0,356.0,184.0,652.0,592.0,2144.0
E01003169,E09000022,956.0,1624.0,492.0,108.0,136.0,668.0,612.0,1740.0,1292.0,2720.0
E01003170,E09000022,520.0,1440.0,220.0,52.0,32.0,248.0,220.0,780.0,1712.0,852.0
E01003171,E09000022,512.0,808.0,436.0,100.0,80.0,280.0,276.0,840.0,932.0,1384.0
E01003172,E09000022,736.0,972.0,600.0,84.0,88.0,432.0,416.0,3680.0,708.0,1804.0
E01003173,E09000022,560.0,904.0,388.0,124.0,100.0,280.0,296.0,768.0,1216.0,1080.0
E01003174,E09000022,812.0,724.0,456.0,128.0,176.0,508.0,504.0,744.0,608.0,2668.0
E01003175,E09000022,552.0,476.0,320.0,48.0,104.0,232.0,208.0,572.0,636.0,1596.0
E01003176,E09000022,828.0,616.0,1828.0,120.0,264.0,516.0,616.0,2260.0,696.0,2708.0
E01003177,E09000022,720.0,916.0,820.0,156.0,124.0,540.0,648.0,1836.0,852.0,1772.0
E01003178,E09000022,568.0,864.0,388.0,128.0,68.0,348.0,368.0,1032.0,888.0,1468.0
E01003179,E09000022,620.0,728.0,732.0,108.0,164.0,356.0,348.0,596.0,500.0,2272.0
E01003180,E09000022,600.0,616.0,368.0,80.0,88.0,324.0,376.0,916.0,764.0,1596.0
E01003181,E09000022,528.0,572.0,528.0,92.0,96.0,296.0,308.0,1436.0,408.0,1532.0
E01003182,E09000022,760.0,952.0,416.0,100.0,44.0,396.0,368.0,956.0,1476.0,1904.0
E01003183,E09000022,644.0,896.0,876.0,88.0,124.0,408.0,448.0,2288.0,776.0,2300.0
E01003184,E09000022,428.0,292.0,500.0,68.0,156.0,216.0,280.0,640.0,460.0,1860.0
E01003185,E09000022,628.0,800.0,532.0,56.0,80.0,320.0,300.0,1224.0,668.0,1416.0
E01003186,E09000022,1036.0,1424.0,1324.0,208.0,248.0,732.0,800.0,5328.0,1276.0,3332.0
E01003187,E09000022,784.0,708.0,476.0,124.0,84.0,460.0,248.0,1292.0,704.0,1856.0
E01003188,E09000022,568.0,440.0,1036.0,92.0,144.0,384.0,408.0,656.0,688.0,1844.0
E01003189,E09000023,932.0,596.0,476.0,96.0,84.0,452.0,108.0,596.0,648.0,2592.0
E01003190,E09000023,1088.0,904.0,724.0,172.0,128.0,784.0,468.0,1948.0,2404.0,3576.0
E01003191,E09000023,548.0,616.0,372.0,68.0,64.0,272.0,152.0,664.0,1120.0,1980.0
E01003192,E09000023,904.0,832.0,660.0,160.0,136.0,572.0,316.0,1236.0,1064.0,3712.0
E01003193,E09000023,1076.0,904.0,616.0,172.0,204.0,1276.0,640.0,6708.0,2020.0,3428.0
E01003194,E09000023,916.0,880.0,560.0,100.0,88.0,336.0,336.0,804.0,960.0,2244.0
E01003195,E09000023,452.0,380.0,224.0,44.0,28.0,164.0,156.0,564.0,836.0,1224.0
E01003196,E09000023,936.0,732.0,788.0,140.0,116.0,688.0,416.0,1924.0,752.0,3164.0
E01003197,E09000023,764.0,644.0,316.0,120.0,84.0,272.0,152.0,636.0,828.0,2332.0
E01003198,E09000023,356.0,524.0,120.0,24.0,12.0,136.0,68.0,488.0,584.0,1024.0
E01003199,E09000023,1868.0,864.0,3180.0,512.0,360.0,2180.0,468.0,2568.0,564.0,4540.0
E01003200,E09000023,872.0,952.0,620.0,92.0,68.0,512.0,364.0,3664.0,1280.0,2056.0
E01003201,E09000023,816.0,404.0,964.0,92.0,96.0,500.0,276.0,1948.0,612.0,2372.0
E01003202,E09000023,384.0,704.0,164.0,40.0,28.0,232.0,112.0,876.0,488.0,980.0
E01003203,E09000023,696.0,808.0,416.0,112.0,72.0,480.0,240.0,5560.0,752.0,2328.0
E01003204,E09000023,420.0,604.0,232.0,48.0,12.0,228.0,124.0,544.0,684.0,2660.0
E01003205,E09000023,480.0,588.0,340.0,40.0,32.0,248.0,148.0,500.0,224.0,1376.0
E01003206,E09000023,436.0,560.0,208.0,36.0,24.0,152.0,140.0,468.0,780.0,1008.0
E01003207,E09000023,984.0,988.0,976.0,128.0,104.0,608.0,476.0,2272.0,1700.0,3168.0
E01003209,E09000023,844.0,796.0,496.0,84.0,36.0,372.0,300.0,1148.0,1112.0,2000.0
E01003210,E09000023,960.0,1252.0,760.0,96.0,104.0,616.0,396.0,1724.0,1904.0,2340.0
E01003211,E09000023,744.0,1184.0,600.0,120.0,80.0,388.0,212.0,1184.0,1612.0,1772.0
E01003212,E09000023,620.0,1028.0,452.0,56.0,36.0,288.0,344.0,992.0,1384.0,1692.0
E01003213,E09000023,620.0,1168.0,212.0,72.0,36.0,212.0,188.0,916.0,1716.0,1664.0
E01003214,E09000023,928.0,872.0,588.0,164.0,112.0,736.0,600.0,2652.0,1352.0,2564.0
E01003215,E09000023,1028.0,1592.0,1276.0,148.0,164.0,672.0,544.0,5216.0,1476.0,3464.0
E01003216,E09000023,624.0,756.0,352.0,100.0,92.0,304.0,168.0,772.0,980.0,1592.0
E01003217,E09000023,300.0,276.0,212.0,48.0,20.0,180.0,100.0,296.0,732.0,872.0
E01003218,E09000023,328.0,312.0,88.0,32.0,12.0,144.0,80.0,452.0,756.0,1140.0
E01003219,E09000023,408.0,472.0,232.0,44.0,32.0,216.0,148.0,452.0,760.0,1180.0
E01003220,E09000023,628.0,532.0,352.0,76.0,44.0,296.0,208.0,768.0,788.0,1772.0
E01003221,E09000023,1004.0,948.0,956.0,148.0,128.0,524.0,188.0,2064.0,1076.0,2724.0
E01003222,E09000023,416.0,428.0,176.0,52.0,24.0,192.0,116.0,616.0,876.0,1244.0
E01003223,E09000023,548.0,580.0,652.0,72.0,116.0,388.0,312.0,1380.0,1020.0,1900.0
E01003224,E09000023,476.0,420.0,228.0,88.0,36.0,232.0,88.0,608.0,652.0,1564.0
E01003225,E09000023,340.0,580.0,124.0,80.0,92.0,240.0,192.0,776.0,684.0,1220.0
E01003226,E09000023,548.0,636.0,228.0,104.0,36.0,492.0,324.0,1500.0,936.0,1492.0
E01003227,E09000023,368.0,712.0,164.0,60.0,32.0,148.0,128.0,464.0,760.0,704.0
E01003228,E09000023,348.0,592.0,120.0,28.0,28.0,220.0,140.0,504.0,860.0,960.0
E01003229,E09000023,832.0,1092.0,432.0,108.0,100.0,516.0,316.0,3280.0,1320.0,2312.0
